NCBI_rank_superkingdom,NCBI_rank_kingdom,NCBI_rank_phylum,NCBI_rank_subphylum,NCBI_rank_class,NCBI_rank_order,NCBI_rank_family,NCBI_rank_genus,NCBI_rank_species,species_group_corrected,assigned_conc_unit,assigned_acute_effect,assigned_acute_duration
2759,33208,7711,89593,40674,9362,9376,9386,9387,other mammals,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,13014,473866,rodents,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,10040,10041,rodents,mg/kg,MOR,
2759,33090,35493,131221,3398,72025,3803,3869,3873,plants,kg/m2,POP,
2759,33208,7711,89593,8782,9126,2969676,135443,135444,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,28731,28732,28733,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,2969676,36732,62086,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,55417,111980,111981,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,1729112,44395,44397,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,1729112,40206,40212,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,400782,135432,135433,birds,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,10053,10058,rodents,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,10053,100896,rodents,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,10053,79684,rodents,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,44233,129430,rodents,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,42414,42415,rodents,mg/kg,MOR,
2759,33208,7711,89593,40674,9989,337677,44233,56213,rodents,mg/kg,MOR,
2759,33090,35493,131221,3398,73496,40552,4685,4686,plants,kg/m2,GRO,
2759,33208,6656,6960,50557,7147,127399,341050,1503489,insects,kg/m2,POP,
2759,4751,4890,147538,147550,5125,34397,5529,5530,fungi,ppm,POP,
2759,4751,4890,147538,147550,5125,474943,45234,89141,fungi,mg/l,POP,
2759,33208,6656,6960,50557,7524,27482,223994,223995,insects,kg/m2,POP,
2759,33208,6231,,119089,6236,33823,90723,90724,worms,mg/l,MOR,
2759,33208,6656,6960,50557,7524,7036,7037,77855,insects,ppm,POP,
2759,33208,6656,6960,50557,7524,7036,7037,7038,insects,ppm,POP,
2759,33090,35493,131221,3398,3744,3745,23216,32247,plants,kg/m2,POP,
2759,33208,6231,,119089,6236,45926,45927,45929,worms,kg/m2,POP,
2759,4751,5204,29000,162484,5258,5262,5263,240212,fungi,kg/m2,POP,
2759,33208,6656,6960,50557,7524,30080,340515,340618,insects,kg/m2,POP,
2759,4751,5204,5302,155619,5338,5339,5340,5341,fungi,kg/m2,POP,
2759,33208,7711,89593,8782,8826,8830,8852,8853,birds,mg/kg,MOR,
2759,33090,35493,131221,3398,41938,3629,93758,210143,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7524,27482,80764,80765,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7147,7211,47833,28588,insects,ppm,MOR,
2759,4751,4890,147538,147550,639021,2528436,48558,148305,fungi,mg/l,POP,
2759,33090,35493,131221,3398,4036,4037,52461,52462,plants,mg/l,GRO,
2759,33208,6231,,119089,6236,315429,189290,6304,worms,kg/m2,POP,
2759,33208,6231,,119089,6236,211172,313692,313693,worms,kg/m2,POP,
2759,33090,35493,131221,3398,73496,4668,4678,4682,plants,kg/m2,GRO,
2759,33208,6231,,119089,6236,6301,34509,57558,worms,kg/m2,POP,
2759,33208,6656,6960,50557,7088,7100,55056,55057,insects,kg/m2,MOR,
2759,33208,7711,89593,8782,9126,1729112,40213,40217,birds,mg/kg,MOR,
2759,33208,7711,89593,40674,9397,9431,9434,59463,other mammals,mg/kg,MOR,
2759,33208,7711,89593,8292,8293,8332,8335,141976,amphibians,mg/l,MOR,
2759,33208,7711,89593,8292,8293,8332,8335,43042,amphibians,mg/l,MOR,
2759,33208,7711,89593,8782,9126,1729112,44387,44394,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,8976,9005,9077,9079,birds,mg/kg,MOR,
2759,33208,6656,6843,6854,6855,6888,2830774,141248,insects,mg/kg bw,GRO,
2759,33208,6656,6960,50557,7147,7366,7367,7368,insects,mg/org,MOR,
2759,33208,6656,6960,50557,7399,7408,7415,219166,insects,mg/l,MOR,
2759,33208,6656,6843,6854,6893,2736621,210001,336587,insects,%,POP,
2759,33090,35493,131221,3398,41945,4345,4346,75581,plants,kg/m2,POP,
2759,4751,4890,147538,147548,5178,2793945,446948,446949,fungi,mg/l,POP,
2759,33090,35493,131221,3398,72025,3803,3826,3827,plants,kg/m2,POP,
2759,33090,35493,131221,3398,41944,3931,164925,164942,plants,kg/m2,GRO,
2759,33208,7711,89593,40674,9989,30648,98660,160400,rodents,mg/kg,MOR,
2759,4751,1913637,214504,214506,36750,36751,1129544,47032,fungi,mg/l,POP,
2759,33208,6447,,6448,6527,133184,225459,1955751,mollusks,mg/org,MOR,
2759,33208,7711,89593,8782,8976,9005,9077,40178,birds,mg/kg,MOR,
2759,33208,6447,,6448,6527,6533,145621,145622,mollusks,mg/l,MOR,
2759,33090,35493,131221,3398,4069,4070,4107,4111,plants,kg/m2,GRO,
2759,33090,35493,131221,3398,38820,4479,4508,4509,plants,kg/m2,POP,
2759,33208,6231,,119089,6236,211158,211163,239373,worms,kg/m2,POP,
2759,33208,6447,,6448,6527,147582,145609,381125,mollusks,kg/m2,MOR,
2759,33208,6231,,119089,6236,6301,34509,34510,worms,kg/m2,POP,
2759,4751,4890,147538,147550,5125,110618,57138,40624,fungi,mg/l,POP,
2759,33090,35493,131221,3398,3744,3745,3746,101015,plants,kg/m2,POP,
2759,4751,5204,29000,162484,5258,5262,5296,5297,fungi,kg/m2,POP,
2759,33090,35493,131221,3398,72025,3803,3863,3864,plants,kg/m2,POP,
2759,,4762,,,370421,65355,65356,65357,unmapped,kg/m2,POP,
2759,33208,6231,,119089,6236,33253,34507,34508,worms,kg/m2,MOR,
2759,33208,7711,89593,8292,8342,685122,110071,103373,amphibians,mg/l,MOR,
2759,4751,4890,147538,147550,1028384,681950,5455,474922,fungi,kg/m2,POP,
2759,33090,35493,131221,3398,72025,3803,3913,3917,plants,kg/m2,POP,
2759,33090,35493,131221,3398,72025,3803,3898,97006,plants,kg/m2,POP,
2759,33090,35493,131221,3398,41937,23513,2706,2711,plants,kg/m2,GRO,
2759,,4762,,,4776,4777,4783,4792,unmapped,mg/l,POP,
2759,33090,35493,131221,3398,4143,4136,21819,190902,plants,kg/m2,POP,
2759,33090,35493,131221,3398,4143,4136,21819,29719,plants,kg/m2,POP,
2759,33208,6231,,119089,6236,45926,45927,45935,worms,kg/m2,POP,
2759,33208,7711,89593,40674,9989,337677,10053,111839,rodents,mg/kg,MOR,
2759,33090,35493,131221,3398,72025,3803,3913,3915,plants,kg/m2,POP,
2759,33090,35493,131221,3398,41937,23672,4022,4024,plants,kg/m2,GRO,
2759,33090,35493,131221,3398,38820,4479,4520,4606,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7399,77572,178049,2448451,insects,mg/org,MOR,
2759,33208,6656,6960,50557,7399,124286,132116,143995,insects,mg/org,MOR,
2759,33208,6656,6960,50557,7399,7458,7459,7461,insects,mg/org,MOR,
2759,33208,6656,6960,50557,7524,83869,1824516,1824517,insects,kg/m2,POP,
2759,33090,35493,131221,3398,41937,23513,2706,43166,plants,kg/m2,GRO,
2759,4751,4890,147538,147550,639021,2528436,1578919,1578921,fungi,mg/l,POP,
2759,33208,6656,6960,50557,7041,27439,41131,294584,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7041,27439,224132,444603,insects,kg/m2,POP,
2759,4751,4890,147538,147541,92860,5020,798159,798162,fungi,kg/m2,POP,
2759,33208,6656,6960,50557,7041,27439,226608,1191539,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7041,7055,465218,1546013,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7041,7055,1248212,1804801,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,27482,69195,69196,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7041,27439,224132,224133,insects,kg/m2,POP,
2759,33208,6656,6960,50557,30262,45053,153973,153975,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7041,7042,36756,36757,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7524,27482,80764,307492,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,236391,1244199,1244200,insects,%,POP,
2759,33208,7711,89593,8782,9126,9170,99872,99873,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,1729112,40206,40209,birds,mg/kg,MOR,
2759,33208,6656,6960,50557,7399,7458,7459,7463,insects,mg/org,MOR,
2759,33090,35493,131221,3398,38820,4613,4614,4615,plants,kg/m2,POP,
2759,33090,35493,131221,3398,3524,1804623,3554,161934,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7147,127399,341050,341051,insects,kg/m2,POP,
2759,33208,6231,,119089,6236,315429,189290,6305,worms,kg/m2,POP,
2759,33090,35493,131221,3398,41946,24943,13625,35924,plants,mg/l,POP,
2759,,4762,,,121069,4782,1448052,2052682,unmapped,mg/l,POP,
2759,4751,4890,147538,147548,5178,28983,5179,5180,fungi,mg/l,POP,
2759,33090,35493,131221,3398,4209,4210,102782,886939,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7399,107755,108665,1107376,insects,mg/l,MOR,
2759,33090,35493,131221,58019,1446380,3318,3356,3357,plants,kg/m2,GRO,
2759,33208,6656,6960,50557,7041,7055,207344,1709596,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7041,7055,166307,207157,insects,kg/m2,POP,
2759,33090,35493,131221,3398,41944,3931,3932,71139,plants,kg/m2,GRO,
2759,33090,35493,131221,3398,72025,3803,35937,35938,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7524,33362,108930,108931,insects,kg/m2,POP,
2759,33090,35493,131221,3398,3699,3647,3648,3649,plants,%,GRO,
2759,33090,35493,131221,3398,3744,3745,3749,283210,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7399,7402,55901,1536372,insects,mg/l,MOR,
2759,33208,7711,89593,8782,8826,8830,8831,8833,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,8826,8830,2823197,75842,birds,mg/kg,MOR,
2759,33208,7711,89593,8782,9126,50247,50248,50250,birds,mg/kg,MOR,
2759,,5878,431838,5977,88566,5978,5979,5980,protozoans,mg/l,POP,
2759,33208,7711,89593,40674,9989,10158,10159,10160,rodents,mg/kg,MOR,
2759,33090,35493,131221,58019,1446380,3318,3358,3359,plants,kg/m2,GRO,
2759,33090,35493,131221,58019,1446380,3318,3337,3349,plants,kg/m2,GRO,
2759,33208,6656,6960,50557,7088,7089,7090,7091,insects,mg/l,MOR,
2759,33208,6340,,42113,2803884,6392,161231,334871,worms,mg/kg soil,MOR,
2759,33208,6656,6960,30001,730330,33336,1499078,1588068,insects,ppm,MOR,
2759,4751,4890,147538,147541,92860,28556,5598,48098,fungi,kg/m2,POP,
2759,4751,4890,147538,147548,5178,28983,5179,28548,fungi,mg/l,POP,
2759,33208,6656,6960,50557,7524,82738,82741,82742,insects,kg/m2,MOR,
2759,33090,35493,131221,58019,1446380,3318,3328,3332,plants,kg/m2,GRO,
2759,33090,35493,131221,3398,72025,3803,3867,47247,plants,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4520,89674,plants,kg/m2,POP,
2759,33208,7711,89593,40674,9989,337677,10053,88450,rodents,mg/kg,MOR,
2759,33090,35493,131221,3398,72025,3803,3869,3870,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7147,7366,305609,559643,insects,mg/org,MOR,
2759,33208,6656,6960,50557,7147,30062,30063,265456,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7147,30062,30063,81723,insects,kg/m2,POP,
2759,4751,1913638,1264859,1399770,4857,34481,34484,34485,fungi,%,MOR,
2759,33208,6656,6960,50557,7147,34683,666058,666059,insects,%,MOR,
2759,33208,6656,6960,50557,7088,32434,13190,13191,insects,kg/m2,MOR,
2759,33208,6656,6843,6854,34634,34636,84381,84385,insects,mg/l,MOR,
2759,33208,6231,,119088,46000,46001,70230,70231,worms,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4583,4584,plants,kg/m2,POP,
2759,4751,4890,147538,147550,5125,474942,42367,111463,fungi,mg/l,POP,
2759,33208,6656,6657,6681,29979,96867,64694,96809,crustaceans,mg/l,MOR,47.99999999999999
2759,33208,6656,6960,50557,7147,33406,39757,39758,insects,kg/m2,POP,
2759,33090,35493,131221,58019,1446380,3318,3337,3348,plants,kg/m2,GRO,
2759,33208,6656,6960,50557,30262,45053,163898,163899,insects,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4546,4547,plants,kg/m2,POP,
2759,,4762,,,120408,120409,120410,120411,unmapped,kg/m2,POP,
2759,33208,6231,,119089,6236,45926,45927,137663,worms,kg/m2,POP,
2759,33208,6656,6960,50557,7399,124286,124287,473952,insects,mg/org,MOR,
2759,33090,35493,131221,3398,3524,3568,39847,39848,plants,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4496,4499,plants,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4544,93036,plants,kg/m2,POP,
2759,33090,35493,131221,3398,3744,3499,3500,473050,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7524,27482,40931,43146,insects,kg/m2,POP,
2759,33090,35493,131221,3398,4143,156152,26867,39414,plants,kg/m2,POP,
2759,33090,35493,131221,3398,3699,3700,3725,109996,plants,kg/m2,GRO,
2759,33208,6656,6960,50557,7524,7036,593792,594258,insects,ppm,POP,
2759,33208,6656,6960,50557,7399,7423,27518,1720707,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7399,52632,270857,487207,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7147,127399,239094,239095,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7147,7371,34675,34676,insects,mg/kg diet,MOR,
2759,4751,4890,147538,147548,5178,2793945,446948,946125,fungi,mg/l,POP,
2759,4751,4890,147538,147548,5178,110844,2211661,1436886,fungi,kg/m2,POP,
2759,4751,5204,5302,155619,5338,330899,29882,36061,fungi,ppm,POP,
2759,4751,5204,5302,155619,56487,56488,56489,56493,fungi,ppm,POP,
2759,33090,35493,131221,58019,1446380,3318,3337,71645,plants,kg/m2,GRO,
2759,33208,6656,6960,50557,7088,695564,129553,129554,insects,kg/m2,POP,
2759,33208,6656,6960,50557,30262,45053,45057,161014,insects,kg/m2,POP,
2759,33208,7711,89593,40674,33554,9608,9625,9627,other mammals,mg/kg,MOR,
2759,33208,6656,6960,50557,7399,107755,108653,1192031,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7399,107755,108640,108727,insects,mg/l,MOR,
2759,33208,6656,6843,6854,34634,34636,1933192,34638,insects,mg/l,MOR,
2759,4751,4890,147538,147541,92860,28556,5598,5599,fungi,kg/m2,POP,
2759,33090,35493,131221,3398,4143,4136,21819,292239,plants,kg/m2,POP,
2759,33090,35493,131221,3398,4143,4180,4181,4182,plants,kg/m2,GRO,
2759,4751,4890,147538,147541,2726947,93133,29002,1490871,fungi,kg/m2,POP,
2759,33208,6656,6960,50557,7524,38124,290154,290155,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7041,92690,92691,92692,insects,mg/l,MOR,
2759,33090,35493,131221,58019,1446380,3318,3337,42064,plants,kg/m2,GRO,
2759,33208,6656,6843,6854,83136,768124,3103793,3103794,insects,ppm,POP,
2759,33208,6656,6843,6854,34634,34636,99210,714357,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7041,27439,80248,80249,insects,kg/m2,POP,
2759,33090,35493,131221,3398,41945,4345,13749,69266,plants,kg/m2,POP,
2759,33208,6231,,119089,6236,2301471,37861,37862,worms,kg/m2,MOR,
2759,4751,4890,147538,147541,92860,683158,1769834,565427,fungi,kg/m2,POP,
2759,33208,6656,6843,6854,83136,70320,644140,2813516,insects,%,POP,
2759,33208,6656,6843,6854,83136,32262,50022,50024,insects,mg/l,MOR,
2759,4751,4890,147538,147548,5120,34371,5121,62716,fungi,mg/l,POP,
2759,33208,6656,6843,6854,83136,70320,1452690,1452691,insects,%,POP,
2759,33090,35493,131221,3398,38820,4479,4562,4563,plants,kg/m2,POP,
2759,4751,4890,147538,147550,5125,2502719,284134,284135,fungi,%,POP,
2759,33090,35493,131221,3398,3502,3503,21024,28930,plants,kg/m2,POP,
2759,4751,4890,147538,147541,92860,5020,1351751,1351752,fungi,kg/m2,POP,
2759,,4762,,,4776,4777,70742,70743,unmapped,mg/l,POP,
2759,,4762,,,4776,4777,70742,184466,unmapped,mg/l,POP,
2759,33090,35493,131221,3398,41768,3465,3468,3469,plants,kg/m2,GRO,
2759,4751,1913637,214504,214506,36750,36751,1117308,27381,fungi,mg/l,POP,
2759,,4762,,,4776,4777,4783,4786,unmapped,mg/l,POP,
2759,33090,35493,131221,58019,1446380,3318,3319,97173,plants,kg/m2,GRO,
2759,33090,35493,131221,3398,72025,3803,3904,3906,plants,kg/m2,POP,
2759,4751,4890,147538,147541,92860,28556,5598,75319,fungi,kg/m2,POP,
2759,33090,35493,131221,3398,4209,4210,4221,4222,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7524,30083,30084,187489,insects,kg/m2,POP,
2759,33090,35493,131221,3398,3744,3745,3754,3755,plants,kg/m2,POP,
2759,4751,4890,147538,147541,,,2016219,763997,fungi,,POP,
2759,33090,35493,131221,3398,72025,3803,35715,207710,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7524,30083,236345,236346,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,30083,236934,236935,insects,kg/m2,POP,
2759,,4762,,,4776,4777,70742,86335,unmapped,mg/l,POP,
2759,,4762,,,4776,4777,4783,129359,unmapped,mg/l,POP,
2759,33090,35493,131221,58019,1446380,3318,3337,88726,plants,kg/m2,GRO,
2759,33090,35493,131221,3398,72025,3803,3898,3900,plants,kg/m2,POP,
2759,4751,4890,147538,147541,2726947,93133,29002,237192,fungi,kg/m2,POP,
2759,33090,35493,131221,3398,41938,3629,3633,29729,plants,kg/m2,POP,
2759,4751,4890,147538,147541,92860,28556,5598,119921,fungi,kg/m2,POP,
2759,33090,35493,131221,3398,4055,4056,4057,4058,plants,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4583,4543,plants,kg/m2,POP,
2759,4751,5204,452284,5257,5267,5268,63261,2031147,fungi,mg/l,POP,
2759,33090,35493,131221,3398,41937,4011,171928,171929,plants,kg/m2,POP,
2759,4751,2202805,2202806,2202807,2202808,70187,70188,70189,fungi,mg/l,POP,
2759,4751,4890,147538,147550,5125,110618,5506,5128,fungi,mg/l,POP,
2759,33208,6656,6843,6854,83136,32262,32263,133227,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7041,441274,295655,295656,insects,mg/l,MOR,
2759,33090,35493,131221,3398,3646,3977,3987,3988,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7088,268499,1004730,1133088,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,160513,631408,1328209,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,30102,30125,30127,insects,kg/m2,POP,
2759,33208,7711,89593,8782,8976,224313,9008,67771,birds,mg/kg,MOR,
2759,33208,6656,6960,50557,7524,41702,236727,236728,insects,mg/l,POP,
2759,33208,6656,6960,50557,7524,27482,223994,511022,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7041,7042,1482149,1482150,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7088,268499,581761,1973512,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7088,268499,72365,72366,insects,kg/m2,POP,
2759,4751,4890,147538,147550,5125,110618,5506,5516,fungi,mg/l,POP,
2759,4751,1913637,451507,2212703,4827,34489,4830,105697,fungi,mg/l,POP,
2759,33208,6656,6960,50557,7524,27482,143947,143948,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7088,7100,134396,492764,insects,kg/m2,MOR,
2759,4751,5204,5302,155619,5338,80649,34453,34454,fungi,ppm,POP,
2759,4751,5204,5302,155619,68889,227336,5379,48589,fungi,kg/m2,POP,
2759,4751,5204,5302,155619,56487,56488,56489,56490,fungi,ppm,POP,
2759,33090,35493,131221,58019,1446380,3318,3337,3339,plants,kg/m2,GRO,
2759,4751,5204,5302,155619,68889,5394,5395,71150,fungi,mg/l,POP,
2759,33208,7711,89593,8782,8976,9005,9077,9078,birds,mg/kg,MOR,
2759,33208,6656,6843,6854,34634,704112,1609223,1720747,insects,kg/m2,POP,
2759,33208,6656,6960,30001,730330,36141,187681,187682,insects,mg/kg soil,MOR,
2759,33208,6656,6843,6854,83137,198300,198301,229869,insects,kg/m2,POP,
2759,33208,6656,6843,6854,83137,41442,41443,223634,insects,kg/m2,MOR,
2759,33208,6656,6960,30001,730331,30002,187617,928250,insects,kg/m2,MOR,
2759,33090,35493,131221,3398,4055,24966,43460,43461,plants,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4539,4540,plants,kg/m2,POP,
2759,33090,35493,131221,3398,41946,91829,4398,4400,plants,kg/m2,GRO,
2759,33090,35493,131221,3398,3502,3503,3511,167422,plants,kg/m2,POP,
2759,33090,35493,131221,3398,16736,16748,13259,13260,plants,ppm,GRO,
2759,33090,35493,131221,3398,3502,16714,13402,32201,plants,mg/l,GRO,
2759,33090,35493,131221,3398,4209,4210,13426,13427,plants,kg/m2,POP,
2759,4751,4890,147538,147550,5125,5129,5543,51453,fungi,mg/l,POP,
2759,33208,6656,6960,50557,7399,7458,28641,132113,insects,mg/org,MOR,
2759,,5878,431838,5977,88566,5978,5979,459250,protozoans,mg/l,POP,
2759,33090,35493,131221,3398,4209,4210,92905,92906,plants,kg/m2,POP,
2759,33090,35493,131221,3398,4209,4210,92905,416131,plants,kg/m2,POP,
2759,33208,6656,6960,50557,7147,7211,28620,2340093,insects,ppm,MOR,
2759,33208,6231,,119089,6236,33253,34507,52066,worms,kg/m2,MOR,
2759,33208,6656,6843,6854,6935,6939,6942,2045262,insects,%,MOR,
2759,33208,6656,6960,50557,7399,7402,37852,37627,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7147,33406,33407,33408,insects,kg/m2,POP,
2759,33090,35493,131221,3398,38820,4479,4564,4571,plants,kg/m2,POP,
2759,33090,35493,131221,3398,3646,3688,3689,3691,plants,kg/m2,GRO,
2759,33208,6656,6960,50557,7524,160513,85309,85310,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,30095,30096,30097,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7399,7402,51538,72115,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7524,82738,82741,82750,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7524,30083,236936,1657227,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,33362,984450,871448,insects,kg/m2,POP,
2759,4751,4890,147538,147541,92860,683158,1770253,72997,fungi,kg/m2,POP,
2759,4751,4890,147538,147541,45676,40995,40996,302913,fungi,mg/l,POP,
2759,33208,6656,6960,50557,7088,7096,7097,40071,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7041,7042,201855,467358,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7399,7423,2086637,2086638,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7399,7402,55892,55893,insects,mg/l,MOR,
2759,33208,6656,6960,50557,7041,27439,111255,111256,insects,kg/m2,POP,
2759,33208,6656,6960,50557,7524,236450,237168,621227,insects,kg/m2,MOR,
2759,33208,6656,6960,50557,7524,30102,925784,925785,insects,kg/m2,POP,
2759,33208,6656,6843,6854,83137,52281,52282,52283,insects,mg/kg,POP,
2759,33090,35493,131221,58019,1446380,3318,3337,3352,plants,kg/m2,GRO,
2759,33208,7711,89593,8504,8509,2024743,8518,8520,reptiles,mg/kg,MOR,
2759,33208,7711,89593,8504,8509,66056,155318,155319,reptiles,mg/kg,MOR,
2759,33208,7711,89593,8504,8509,8530,212526,68356,reptiles,mg/kg,MOR,
2759,33208,7711,89593,8504,8509,66056,391658,463528,reptiles,mg/kg,MOR,
2759,33208,7711,89593,8504,8509,8578,121369,1651150,reptiles,mg/kg,MOR,
2759,33208,6656,6960,50557,7088,7128,103889,283855,insects,kg/m2,POP,
2759,4751,4890,147538,147541,,603431,5569,5570,fungi,ppm,GRO,
2759,4751,5204,5302,155619,5338,80649,34453,165406,fungi,ppm,POP,
2759,4751,5204,5302,155619,5338,5332,5333,5334,fungi,ppm,POP,
2759,33208,6656,6960,50557,7399,7458,28641,30195,insects,mg/org,MOR,
2759,33090,35493,131221,3398,3502,3514,13450,13451,plants,kg/m2,GRO,
2759,4751,4890,147538,147550,5114,5117,529477,529478,fungi,mg/l,POP,
2759,,4762,,,4776,4777,4783,53983,unmapped,mg/l,POP,
2759,,4762,,,4776,4777,4783,4788,unmapped,mg/l,POP,
2759,4751,1913637,214504,214506,36750,36751,1117308,1117311,fungi,mg/l,POP,
2759,4751,5204,29000,162484,5258,5259,5260,5261,fungi,mg/l,GRO,
2759,4751,5204,5302,155619,5303,1931355,5318,5319,fungi,mg/l,POP,
2759,4751,5204,5302,155619,5303,5317,5324,158605,fungi,mg/l,POP,
2759,4751,5204,5302,155619,5338,184208,184431,5346,fungi,mg/l,POP,
2759,33090,35493,131221,3398,73496,4747,78842,207325,plants,mg/l,GRO,
